booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,deposit_type,customer_type,adr,is_repeated_guest,previous_cancellations,booking_changes,total_of_special_requests
SYN-00513,City Hotel,0,112,2025,December,0,2,1,0.0,0,Canada,Offline TA/TO,No Deposit,Transient,193.54,0,0,1,0
SYN-00514,City Hotel,0,11,2025,November,0,5,3,2.0,0,,Corporate,No Deposit,Transient,142.1,0,0,0,2
SYN-00515,City Hotel,0,89,2024,January,1,2,3,0.0,1,Mexico,Online TA,No Deposit,Transient,160.8,1,0,3,0
SYN-00516,Resort Hotel,1,54,2025,April,2,5,2,0.0,0,Germany,Online TA,No Deposit,Transient,138.1,0,0,0,0
SYN-00517,Resort Hotel,1,109,2025,June,2,3,2,0.0,0,Mexico,Groups,No Deposit,Transient,228.9,0,0,0,0
SYN-00518,Resort Hotel,1,123,2024,January,0,4,2,0.0,0,United Kingdom,Corporate,No Deposit,Transient,223.44,0,0,0,1
SYN-00519,City Hotel,0,41,2024,February,2,5,2,1.0,0,Canada,Direct,No Deposit,Transient-Party,187.27,0,0,0,1
SYN-00520,Resort Hotel,0,24,2024,March,2,4,2,0.0,0,USA,Groups,No Deposit,Transient,146.22,0,0,1,1
SYN-00521,City Hotel,0,87,2025,October,2,3,3,1.0,0,USA,Online TA,No Deposit,Transient,138.96,1,0,1,3
SYN-00522,City Hotel,0,20,2025,July,0,5,1,0.0,0,Mexico,Corporate,No Deposit,Group,201.56,1,0,1,1
SYN-00523,Resort Hotel,0,51,2025,May,2,4,2,,0,USA,Offline TA/TO,Non Refund,Transient,154.11,0,0,0,3
SYN-00524,Resort Hotel,1,27,2024,March,1,3,3,2.0,0,USA,Online TA,No Deposit,Contract,135.27,0,0,0,4
SYN-00525,City Hotel,0,107,2025,August,2,4,2,0.0,0,Canada,Online TA,No Deposit,Transient,136.76,0,0,0,1
SYN-00526,City Hotel,0,49,2024,February,2,2,2,2.0,0,Canada,Online TA,No Deposit,Transient,144.62,0,0,1,3
SYN-00527,Resort Hotel,0,23,2025,October,2,2,1,0.0,0,USA,Groups,Refundable,Transient-Party,188.73,1,0,0,0
SYN-00528,Resort Hotel,0,4,2024,September,1,4,1,0.0,0,Germany,Online TA,No Deposit,Transient,100.94,0,0,1,0
SYN-00529,Resort Hotel,1,56,2025,March,1,2,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient-Party,216.56,0,0,2,0
SYN-00530,City Hotel,1,42,2024,November,1,3,3,0.0,0,Canada,Direct,No Deposit,Transient,107.14,0,0,0,1
SYN-00531,Resort Hotel,1,124,2024,September,1,7,2,0.0,0,Canada,Offline TA/TO,Non Refund,Transient-Party,124.38,0,0,0,1
SYN-00532,City Hotel,1,116,2025,May,2,4,2,0.0,0,France,Offline TA/TO,No Deposit,Transient-Party,126.43,0,0,0,0
SYN-00533,City Hotel,0,91,2024,July,1,2,2,0.0,0,,Direct,No Deposit,Transient,202.18,0,0,0,0
SYN-00534,City Hotel,0,27,2025,October,2,2,3,0.0,0,,Online TA,No Deposit,Transient,101.83,0,0,0,3
SYN-00535,City Hotel,1,173,2025,April,3,1,2,0.0,0,Canada,Direct,Non Refund,Transient,143.19,0,0,0,0
SYN-00536,City Hotel,0,27,2025,July,2,4,2,0.0,0,Canada,Online TA,No Deposit,Transient-Party,233.62,0,0,1,2
SYN-00537,City Hotel,0,82,2025,June,2,2,2,0.0,0,Germany,Corporate,No Deposit,Group,168.99,0,0,1,1
SYN-00538,City Hotel,0,71,2024,September,1,1,1,1.0,0,France,Online TA,No Deposit,Transient,142.08,0,0,0,3
SYN-00539,Resort Hotel,0,84,2025,October,1,4,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,114.32,0,0,0,0
SYN-00540,City Hotel,0,131,2025,June,0,4,2,,0,USA,Online TA,No Deposit,Transient,151.93,0,0,0,3
SYN-00541,City Hotel,0,28,2025,November,3,4,2,0.0,0,Mexico,Offline TA/TO,No Deposit,Transient,107.81,0,0,0,0
SYN-00542,City Hotel,0,38,2025,August,0,4,2,,0,Canada,Online TA,No Deposit,Transient,105.9,0,1,0,1
SYN-00543,City Hotel,0,17,2024,June,0,3,1,0.0,0,France,Groups,No Deposit,Transient-Party,144.83,0,0,0,1
SYN-00544,Resort Hotel,1,23,2024,October,1,3,1,0.0,0,Germany,Online TA,No Deposit,Transient-Party,171.64,0,0,1,1
SYN-00545,Resort Hotel,0,22,2024,April,0,5,1,0.0,0,Germany,Direct,No Deposit,Transient,120.62,0,0,0,0
SYN-00546,Resort Hotel,1,85,2025,September,2,4,2,2.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,141.35,0,0,0,0
SYN-00547,City Hotel,0,138,2025,August,1,1,2,,0,USA,Offline TA/TO,No Deposit,Transient,149.0,0,0,0,0
SYN-00548,Resort Hotel,0,63,2025,May,1,1,2,0.0,0,France,Online TA,No Deposit,Transient,176.34,0,0,1,1
SYN-00549,Resort Hotel,0,130,2024,January,0,2,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient-Party,126.84,0,0,0,1
SYN-00550,Resort Hotel,0,82,2025,October,0,5,2,1.0,0,Canada,Online TA,No Deposit,Transient,204.26,0,0,0,1
SYN-00551,City Hotel,0,46,2025,January,1,2,2,0.0,0,United Kingdom,Direct,No Deposit,Transient-Party,141.41,0,0,2,1
SYN-00552,City Hotel,0,199,2025,April,0,1,3,0.0,0,Canada,Online TA,No Deposit,Transient,109.17,0,0,0,2
SYN-00553,Resort Hotel,1,22,2025,August,2,4,2,1.0,0,United Kingdom,Direct,Non Refund,Transient,158.78,0,0,3,0
SYN-00554,City Hotel,1,22,2025,September,0,3,2,0.0,0,Mexico,Direct,No Deposit,Transient,89.33,0,0,0,0
SYN-00555,Resort Hotel,0,66,2024,January,0,2,2,0.0,0,United Kingdom,Direct,No Deposit,Transient-Party,169.62,0,0,0,0
SYN-00556,City Hotel,0,13,2025,July,0,2,2,2.0,0,Mexico,Corporate,No Deposit,Transient,143.71,0,0,0,1
SYN-00557,Resort Hotel,0,27,2024,October,2,5,3,2.0,0,USA,Online TA,No Deposit,Transient,157.22,0,0,0,0
SYN-00558,Resort Hotel,0,23,2025,September,1,2,2,0.0,0,United Kingdom,Corporate,Non Refund,Transient,180.52,0,0,0,0
SYN-00559,City Hotel,1,86,2025,July,2,1,2,2.0,0,USA,Corporate,No Deposit,Transient,174.34,0,0,0,0
SYN-00560,City Hotel,0,113,2025,June,0,7,2,0.0,0,USA,Online TA,No Deposit,Transient,213.14,0,0,0,1
SYN-00561,Resort Hotel,0,52,2024,January,3,2,2,0.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,124.98,0,0,1,0
SYN-00562,City Hotel,1,61,2024,February,1,1,1,0.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,165.85,0,0,0,1
SYN-00563,City Hotel,0,67,2025,June,0,2,2,0.0,0,Canada,Online TA,No Deposit,Transient,190.04,0,0,0,0
SYN-00564,City Hotel,0,55,2025,July,2,5,2,2.0,0,USA,Online TA,No Deposit,Transient,210.68,0,0,1,2
SYN-00565,City Hotel,0,67,2025,February,2,5,3,0.0,0,United Kingdom,Online TA,No Deposit,Transient,137.67,0,0,0,2
SYN-00566,Resort Hotel,0,146,2025,July,2,4,2,0.0,0,Mexico,Corporate,No Deposit,Transient,261.76,0,0,0,1
SYN-00567,Resort Hotel,0,39,2025,January,1,3,2,0.0,0,France,Online TA,No Deposit,Transient,182.24,0,0,1,0
SYN-00568,City Hotel,0,11,2025,May,1,1,3,0.0,0,Canada,Groups,No Deposit,Transient,99.59,0,0,0,1
SYN-00569,City Hotel,0,148,2024,July,1,2,2,,0,Germany,Groups,No Deposit,Transient,180.35,0,0,0,2
SYN-00570,Resort Hotel,1,157,2025,April,2,3,2,0.0,0,,Online TA,No Deposit,Transient,46.01,0,0,2,0
SYN-00571,Resort Hotel,1,153,2025,September,1,2,2,0.0,0,France,Direct,No Deposit,Transient,148.14,0,0,0,1
SYN-00572,City Hotel,1,100,2024,August,2,2,2,0.0,0,USA,Offline TA/TO,No Deposit,Transient,173.18,0,0,0,0
SYN-00573,City Hotel,0,24,2025,April,1,7,2,2.0,0,Mexico,Direct,No Deposit,Transient,109.42,0,1,1,0
SYN-00574,City Hotel,0,69,2024,October,2,1,1,1.0,0,,Online TA,Non Refund,Transient,149.68,0,0,0,2
SYN-00575,City Hotel,0,58,2024,February,0,2,1,0.0,0,United Kingdom,Online TA,No Deposit,Transient,114.82,0,0,0,1
SYN-00576,City Hotel,1,83,2024,March,0,4,3,0.0,0,France,Online TA,No Deposit,Transient,171.35,0,0,1,0
SYN-00577,Resort Hotel,0,10,2024,November,2,4,2,0.0,0,,Groups,No Deposit,Transient,140.53,0,0,0,2
SYN-00578,City Hotel,0,33,2025,September,0,1,1,2.0,0,USA,Corporate,No Deposit,Transient-Party,168.84,0,0,0,2
SYN-00579,City Hotel,0,143,2024,September,1,2,1,0.0,0,Canada,Groups,Non Refund,Transient,137.26,0,0,0,1
SYN-00580,City Hotel,0,124,2024,April,0,1,1,0.0,0,France,Offline TA/TO,No Deposit,Contract,202.85,0,0,0,1
SYN-00581,Resort Hotel,0,76,2025,January,1,2,2,0.0,0,USA,Direct,No Deposit,Contract,112.8,0,0,0,1
SYN-00582,Resort Hotel,1,107,2025,May,0,3,2,0.0,0,USA,Online TA,No Deposit,Transient,107.17,0,0,1,0
SYN-00583,City Hotel,0,31,2025,August,1,3,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient-Party,151.36,0,0,0,0
SYN-00584,Resort Hotel,0,52,2024,November,2,2,2,0.0,0,,Online TA,No Deposit,Transient,151.64,0,0,0,0
SYN-00585,Resort Hotel,0,137,2025,May,2,1,2,0.0,0,Mexico,Groups,No Deposit,Transient,165.66,0,0,0,0
SYN-00586,Resort Hotel,0,52,2024,June,0,3,2,0.0,0,USA,Offline TA/TO,No Deposit,Transient,170.54,0,0,1,0
SYN-00587,Resort Hotel,0,43,2025,December,1,3,2,0.0,0,France,Online TA,No Deposit,Transient,228.56,0,0,2,1
SYN-00588,Resort Hotel,0,42,2025,February,0,1,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient-Party,85.94,0,0,1,2
SYN-00589,Resort Hotel,0,40,2025,June,1,6,2,2.0,0,France,Direct,No Deposit,Transient,230.42,0,0,1,0
SYN-00590,Resort Hotel,0,167,2025,September,1,7,2,0.0,0,Canada,Offline TA/TO,No Deposit,Transient-Party,152.61,0,0,2,1
SYN-00591,City Hotel,1,73,2025,July,0,3,4,0.0,0,USA,Online TA,No Deposit,Transient-Party,141.82,1,1,0,0
SYN-00592,City Hotel,0,96,2024,May,2,6,2,0.0,0,France,Offline TA/TO,No Deposit,Transient,108.51,0,0,0,0
SYN-00593,City Hotel,1,51,2025,March,0,6,2,0.0,0,Mexico,Corporate,No Deposit,Transient,76.12,0,0,1,0
SYN-00594,Resort Hotel,0,36,2025,August,1,3,2,0.0,0,Germany,Online TA,No Deposit,Transient,215.39,1,0,0,4
SYN-00595,City Hotel,0,75,2025,September,1,7,3,0.0,0,,Direct,No Deposit,Transient,118.37,0,0,0,0
SYN-00596,City Hotel,0,14,2025,May,0,2,1,0.0,0,Germany,Direct,No Deposit,Transient,82.47,0,0,0,2
SYN-00597,City Hotel,0,58,2024,March,1,2,2,0.0,0,France,Offline TA/TO,No Deposit,Transient,158.96,0,0,0,1
SYN-00598,City Hotel,1,75,2024,September,1,3,2,0.0,0,Mexico,Online TA,No Deposit,Contract,165.63,0,0,0,1
SYN-00599,City Hotel,0,27,2024,October,2,4,2,0.0,0,France,Corporate,No Deposit,Transient,85.63,0,0,0,1
SYN-00600,City Hotel,1,66,2025,March,2,2,2,2.0,0,United Kingdom,Direct,No Deposit,Transient,146.97,0,0,1,0
SYN-00601,City Hotel,0,107,2024,June,1,3,2,0.0,0,France,Direct,No Deposit,Transient-Party,184.15,1,0,1,0
SYN-00602,Resort Hotel,0,17,2025,June,0,2,2,2.0,0,USA,Direct,No Deposit,Transient,152.61,0,0,0,3
SYN-00603,City Hotel,1,186,2025,March,2,1,2,0.0,0,France,Offline TA/TO,No Deposit,Transient-Party,78.33,0,0,0,1
SYN-00604,Resort Hotel,0,108,2024,November,1,7,2,2.0,0,Germany,Online TA,No Deposit,Transient,140.66,1,0,0,1
SYN-00605,City Hotel,0,90,2025,March,0,2,3,0.0,0,Canada,Direct,No Deposit,Transient-Party,112.01,0,0,0,2
SYN-00606,Resort Hotel,0,28,2025,April,0,1,2,0.0,0,Canada,Corporate,No Deposit,Transient,124.94,0,0,1,1
SYN-00607,Resort Hotel,1,30,2025,February,3,1,2,0.0,0,France,Offline TA/TO,No Deposit,Transient,123.58,0,0,0,2
SYN-00608,City Hotel,0,42,2025,October,0,1,2,0.0,0,United Kingdom,Offline TA/TO,Non Refund,Transient-Party,137.51,0,0,0,1
SYN-00609,Resort Hotel,0,42,2025,February,2,4,2,0.0,0,USA,Online TA,No Deposit,Transient,98.08,0,0,0,1
SYN-00610,Resort Hotel,0,95,2025,April,0,3,2,1.0,0,Germany,Online TA,No Deposit,Transient-Party,118.71,0,0,1,1
SYN-00611,Resort Hotel,0,10,2024,October,2,5,1,2.0,0,United Kingdom,Corporate,No Deposit,Transient,45.0,1,0,0,0
SYN-00612,Resort Hotel,1,143,2025,September,0,2,2,0.0,0,Germany,Online TA,No Deposit,Group,185.27,0,0,2,0
SYN-00613,City Hotel,0,37,2025,March,1,1,2,0.0,0,France,Direct,No Deposit,Transient,112.88,0,0,0,0
SYN-00614,Resort Hotel,0,55,2025,February,2,5,1,0.0,0,Canada,Offline TA/TO,No Deposit,Group,146.25,0,0,1,0
SYN-00615,Resort Hotel,0,196,2024,August,0,1,2,0.0,0,France,Corporate,No Deposit,Transient,130.91,0,0,0,1
SYN-00616,City Hotel,0,130,2025,July,2,6,2,0.0,0,France,Online TA,No Deposit,Contract,207.35,0,0,3,0
SYN-00617,Resort Hotel,0,86,2025,September,2,7,2,0.0,0,USA,Offline TA/TO,No Deposit,Transient,270.46,0,0,0,1
SYN-00618,City Hotel,0,75,2025,January,0,2,1,0.0,0,Mexico,Offline TA/TO,No Deposit,Transient,184.67,0,0,0,0
SYN-00619,City Hotel,1,53,2025,November,1,4,3,2.0,0,Mexico,Online TA,No Deposit,Transient,99.76,0,0,0,3
SYN-00620,Resort Hotel,1,53,2024,October,2,2,2,0.0,0,USA,Online TA,Non Refund,Transient,124.38,0,0,0,0
SYN-00621,Resort Hotel,1,55,2025,April,3,1,2,0.0,0,,Online TA,No Deposit,Group,195.49,0,0,0,0
SYN-00622,Resort Hotel,0,34,2025,November,1,3,2,1.0,0,USA,Offline TA/TO,No Deposit,Transient-Party,127.54,0,0,1,0
SYN-00623,City Hotel,1,122,2025,February,0,3,1,0.0,0,Canada,Online TA,No Deposit,Transient,161.19,0,0,2,1
SYN-00624,City Hotel,0,204,2025,April,0,3,2,0.0,0,Canada,Groups,No Deposit,Transient,146.42,0,0,0,0
SYN-00625,Resort Hotel,0,64,2025,November,1,2,2,0.0,0,Mexico,Online TA,No Deposit,Transient,222.92,0,0,1,0
SYN-00626,City Hotel,1,142,2025,November,3,1,1,0.0,0,Canada,Offline TA/TO,Non Refund,Transient-Party,177.62,0,0,0,1
SYN-00627,City Hotel,0,19,2025,April,2,1,2,0.0,0,United Kingdom,Online TA,Non Refund,Transient,205.9,0,0,1,3
SYN-00628,Resort Hotel,0,99,2024,March,2,5,2,2.0,0,Germany,Online TA,Non Refund,Transient,149.23,1,0,0,2
SYN-00629,City Hotel,0,100,2025,August,2,1,2,0.0,0,Mexico,Online TA,No Deposit,Contract,166.41,0,0,0,3
SYN-00630,City Hotel,0,24,2025,May,1,3,2,1.0,0,,Direct,Refundable,Transient,192.39,0,0,1,0
SYN-00631,Resort Hotel,1,69,2025,July,2,1,2,0.0,0,Mexico,Corporate,No Deposit,Transient,178.79,1,0,2,2
SYN-00632,Resort Hotel,0,40,2024,May,1,5,2,0.0,0,France,Online TA,No Deposit,Transient,175.56,0,0,0,0
SYN-00633,City Hotel,0,59,2025,March,1,5,1,0.0,0,Mexico,Offline TA/TO,No Deposit,Transient,210.73,0,0,0,1
SYN-00634,City Hotel,0,78,2025,July,2,2,4,0.0,0,Canada,Offline TA/TO,No Deposit,Transient,121.23,0,0,0,0
SYN-00635,Resort Hotel,0,13,2024,May,0,3,3,1.0,1,Canada,Corporate,No Deposit,Transient-Party,125.53,0,0,2,0
SYN-00636,Resort Hotel,0,93,2024,April,1,5,2,1.0,0,,Offline TA/TO,No Deposit,Transient,202.89,0,0,0,0
SYN-00637,City Hotel,1,36,2024,July,1,6,3,0.0,0,,Direct,No Deposit,Transient,137.36,0,1,0,1
SYN-00638,Resort Hotel,1,141,2024,August,0,5,2,1.0,0,,Direct,Non Refund,Transient,155.2,0,0,0,0
SYN-00639,City Hotel,0,75,2025,June,2,1,2,0.0,0,USA,Online TA,No Deposit,Transient,138.47,0,0,0,3
SYN-00640,Resort Hotel,0,60,2024,August,2,6,1,0.0,0,USA,Online TA,No Deposit,Contract,117.33,1,2,0,2
SYN-00641,Resort Hotel,0,120,2025,March,0,3,1,2.0,0,United Kingdom,Corporate,No Deposit,Transient-Party,55.8,0,1,0,1
SYN-00642,Resort Hotel,1,77,2024,May,1,2,1,0.0,0,France,Direct,No Deposit,Transient-Party,91.77,0,0,0,0
SYN-00643,City Hotel,0,36,2025,May,1,2,2,0.0,0,USA,Online TA,Refundable,Transient,145.85,0,0,0,0
SYN-00644,City Hotel,0,221,2025,February,0,1,1,0.0,0,United Kingdom,Direct,No Deposit,Transient,163.94,0,0,1,1
SYN-00645,City Hotel,0,107,2025,March,0,6,2,0.0,0,Mexico,Groups,No Deposit,Transient,127.26,0,0,0,0
SYN-00646,City Hotel,0,101,2025,April,0,1,2,0.0,0,Mexico,Direct,No Deposit,Transient,98.22,0,0,2,1
SYN-00647,Resort Hotel,0,31,2024,June,0,2,2,0.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,206.32,0,0,0,1
SYN-00648,Resort Hotel,0,119,2024,July,0,4,2,2.0,0,United Kingdom,Groups,No Deposit,Transient,199.16,1,0,1,0
SYN-00649,City Hotel,1,153,2025,August,0,2,4,0.0,0,,Online TA,No Deposit,Contract,148.66,0,1,0,2
SYN-00650,City Hotel,1,60,2025,March,2,5,1,0.0,0,Germany,Direct,Non Refund,Transient,141.23,0,0,0,0
SYN-00651,Resort Hotel,0,40,2025,September,0,7,2,0.0,0,Germany,Direct,Refundable,Transient,219.26,0,0,0,0
SYN-00652,City Hotel,1,54,2024,November,1,2,2,0.0,0,Canada,Online TA,No Deposit,Transient,111.1,0,0,0,0
SYN-00653,Resort Hotel,0,108,2025,April,2,4,2,0.0,0,France,Groups,Refundable,Transient-Party,166.14,0,0,0,1
SYN-00654,Resort Hotel,1,61,2024,September,2,6,2,0.0,0,,Offline TA/TO,No Deposit,Transient,128.48,0,0,0,0
SYN-00655,Resort Hotel,0,53,2024,November,0,7,2,0.0,0,Canada,Online TA,No Deposit,Transient-Party,148.56,0,0,0,0
SYN-00656,City Hotel,0,67,2025,April,0,3,1,0.0,0,France,Offline TA/TO,No Deposit,Transient,73.36,0,0,0,1
SYN-00657,Resort Hotel,0,46,2025,May,3,1,2,0.0,0,United Kingdom,Offline TA/TO,No Deposit,Transient,131.88,0,0,0,1
SYN-00658,City Hotel,0,52,2025,November,2,3,1,0.0,0,United Kingdom,Groups,No Deposit,Transient,104.68,0,0,0,0
SYN-00659,Resort Hotel,0,63,2025,February,1,1,2,1.0,0,Mexico,Corporate,No Deposit,Transient-Party,208.9,0,0,0,1
SYN-00660,Resort Hotel,1,28,2024,April,1,2,2,0.0,0,Germany,Direct,No Deposit,Transient,163.27,0,0,0,0
SYN-00661,City Hotel,0,81,2025,October,1,3,2,0.0,0,Mexico,Corporate,No Deposit,Transient,165.41,0,0,0,0
SYN-00662,Resort Hotel,0,37,2025,October,0,4,2,0.0,0,Mexico,Offline TA/TO,No Deposit,Transient,132.3,0,0,0,0
SYN-00663,City Hotel,1,81,2024,May,1,4,2,0.0,0,Canada,Online TA,No Deposit,Transient,150.72,0,0,0,1
SYN-00664,Resort Hotel,0,104,2024,January,1,3,3,2.0,0,Germany,Direct,No Deposit,Transient,100.88,0,0,1,0
SYN-00665,Resort Hotel,0,49,2024,January,0,6,3,1.0,0,France,Offline TA/TO,No Deposit,Transient,162.32,1,0,0,0
SYN-00666,Resort Hotel,0,17,2025,January,0,2,2,0.0,0,Mexico,Online TA,No Deposit,Transient,231.38,0,0,2,2
SYN-00667,City Hotel,1,118,2024,May,3,1,2,0.0,0,United Kingdom,Online TA,Non Refund,Transient,131.28,0,0,0,1
SYN-00668,City Hotel,0,115,2025,March,1,1,2,0.0,0,France,Online TA,No Deposit,Transient,150.92,0,0,1,1
SYN-00669,City Hotel,0,57,2025,February,0,3,2,1.0,0,Canada,Offline TA/TO,No Deposit,Transient,179.75,0,0,0,2
SYN-00670,Resort Hotel,0,83,2024,July,2,4,2,0.0,0,,Offline TA/TO,No Deposit,Transient,247.51,0,0,2,1
SYN-00671,City Hotel,0,124,2025,December,2,4,2,0.0,0,United Kingdom,Online TA,Non Refund,Group,146.55,0,0,2,1
SYN-00672,City Hotel,0,26,2024,February,3,2,2,0.0,0,France,Online TA,No Deposit,Transient,194.82,0,0,0,0
SYN-00673,City Hotel,0,121,2024,October,1,5,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,172.13,0,0,2,1
SYN-00674,Resort Hotel,0,20,2024,May,2,2,2,2.0,0,USA,Groups,No Deposit,Transient,153.75,0,0,0,0
SYN-00675,City Hotel,0,80,2024,November,2,1,2,0.0,0,Canada,Online TA,No Deposit,Transient,126.03,0,0,0,0
SYN-00676,Resort Hotel,1,43,2025,August,1,2,2,0.0,0,USA,Corporate,Non Refund,Transient,209.72,0,0,1,3
SYN-00677,Resort Hotel,0,69,2024,December,2,3,2,0.0,0,Germany,Direct,No Deposit,Transient,227.66,0,0,0,0
SYN-00678,Resort Hotel,1,35,2024,March,1,7,2,0.0,0,Germany,Online TA,No Deposit,Transient,143.67,0,0,0,1
SYN-00679,Resort Hotel,1,84,2024,January,0,2,2,0.0,0,USA,Online TA,No Deposit,Transient,102.53,0,0,0,1
SYN-00680,Resort Hotel,0,82,2024,September,2,2,2,0.0,0,Mexico,Corporate,No Deposit,Transient,101.17,0,0,1,0
SYN-00681,Resort Hotel,0,103,2024,August,0,3,3,0.0,0,United Kingdom,Corporate,No Deposit,Transient,226.95,0,0,0,2
SYN-00682,Resort Hotel,0,50,2025,November,1,2,2,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,198.12,1,0,0,1
SYN-00683,City Hotel,1,43,2024,June,0,5,2,0.0,0,Mexico,Groups,No Deposit,Transient,165.27,0,0,0,0
SYN-00684,City Hotel,0,35,2025,March,1,3,2,0.0,0,Mexico,Direct,No Deposit,Transient,174.75,0,0,0,0
SYN-00685,Resort Hotel,1,134,2025,July,0,1,2,0.0,0,,Online TA,No Deposit,Transient,237.83,0,0,0,1
SYN-00686,City Hotel,1,15,2025,April,1,1,4,0.0,0,United Kingdom,Direct,No Deposit,Transient-Party,115.84,0,0,0,1
SYN-00687,Resort Hotel,0,37,2025,December,1,2,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient,221.7,0,0,0,2
SYN-00688,Resort Hotel,1,87,2024,July,3,5,1,0.0,0,United Kingdom,Direct,No Deposit,Transient,233.1,0,0,1,2
SYN-00689,Resort Hotel,0,95,2025,May,0,4,2,0.0,0,,Online TA,No Deposit,Transient,187.56,0,0,0,0
SYN-00690,Resort Hotel,0,81,2025,January,0,5,2,0.0,0,Canada,Online TA,No Deposit,Transient,125.11,0,0,0,1
SYN-00691,City Hotel,0,111,2024,January,1,1,2,0.0,0,Canada,Online TA,No Deposit,Transient,133.62,0,0,0,2
SYN-00692,City Hotel,0,206,2024,October,2,1,2,1.0,0,United Kingdom,Online TA,No Deposit,Transient,157.25,1,0,0,2
SYN-00693,Resort Hotel,1,32,2025,July,2,5,3,0.0,0,USA,Offline TA/TO,No Deposit,Transient,243.86,0,0,0,0
SYN-00694,Resort Hotel,1,161,2024,March,0,5,2,0.0,0,Canada,Online TA,No Deposit,Transient,142.58,0,0,1,0
SYN-00695,Resort Hotel,0,221,2024,March,0,1,2,0.0,0,Germany,Corporate,No Deposit,Transient-Party,172.27,0,0,0,0
SYN-00696,City Hotel,0,57,2025,September,1,2,2,0.0,0,France,Online TA,No Deposit,Transient-Party,80.5,0,0,0,0
SYN-00697,Resort Hotel,0,10,2025,May,2,2,2,0.0,0,Germany,Online TA,No Deposit,Transient,178.86,0,0,0,2
SYN-00698,City Hotel,0,27,2025,April,0,2,2,0.0,0,France,Online TA,Non Refund,Transient-Party,118.49,0,0,0,2
SYN-00699,City Hotel,0,56,2024,August,0,4,3,0.0,1,United Kingdom,Corporate,No Deposit,Transient,117.4,0,0,0,2
SYN-00700,City Hotel,1,247,2024,October,1,4,2,0.0,0,Mexico,Online TA,Refundable,Transient,148.08,0,0,0,1
SYN-00701,Resort Hotel,0,104,2024,April,0,2,2,0.0,0,USA,Direct,No Deposit,Transient-Party,177.66,0,0,3,0
SYN-00702,City Hotel,0,74,2024,February,1,5,3,0.0,0,,Online TA,Refundable,Transient-Party,133.72,1,0,0,2
SYN-00703,City Hotel,0,117,2024,June,2,2,2,0.0,0,,Offline TA/TO,No Deposit,Transient,216.99,1,0,2,4
SYN-00704,Resort Hotel,0,30,2024,March,1,2,2,0.0,0,Germany,Direct,No Deposit,Transient,171.11,1,0,0,2
SYN-00705,City Hotel,0,59,2025,July,1,1,2,,0,USA,Online TA,No Deposit,Transient,179.32,0,0,0,1
SYN-00706,Resort Hotel,1,78,2025,September,3,1,4,1.0,0,France,Direct,No Deposit,Group,141.05,0,0,1,0
SYN-00707,Resort Hotel,0,23,2025,May,2,5,1,0.0,0,Germany,Offline TA/TO,No Deposit,Transient,139.23,0,0,1,0
SYN-00708,Resort Hotel,0,79,2024,November,0,2,2,0.0,0,,Online TA,Non Refund,Transient,141.49,0,0,0,3
SYN-00709,Resort Hotel,0,41,2024,June,0,1,1,0.0,0,Mexico,Online TA,No Deposit,Transient,175.9,0,0,0,1
SYN-00710,City Hotel,0,75,2025,December,0,5,1,0.0,0,Canada,Corporate,No Deposit,Transient,176.43,0,0,0,0
SYN-00711,City Hotel,0,115,2025,December,2,1,2,1.0,0,Canada,Corporate,No Deposit,Transient-Party,138.1,0,0,0,1
SYN-00712,Resort Hotel,0,132,2025,January,2,3,2,0.0,0,France,Corporate,No Deposit,Transient,155.89,0,0,0,2
SYN-00713,City Hotel,0,72,2024,July,0,2,2,0.0,0,United Kingdom,Online TA,No Deposit,Transient-Party,147.4,0,0,2,2
SYN-00714,Resort Hotel,1,259,2025,May,1,1,2,0.0,0,,Corporate,No Deposit,Transient-Party,137.61,0,0,0,0
SYN-00715,City Hotel,0,8,2025,September,2,4,2,1.0,0,Canada,Online TA,No Deposit,Transient,88.14,0,0,1,2
SYN-00716,Resort Hotel,0,20,2025,November,2,2,3,0.0,0,United Kingdom,Online TA,No Deposit,Transient,194.25,0,0,0,0
SYN-00717,City Hotel,0,19,2024,September,0,4,1,2.0,0,Germany,Offline TA/TO,No Deposit,Transient,90.63,0,0,0,2
SYN-00718,Resort Hotel,0,166,2025,February,2,6,2,0.0,0,Mexico,Online TA,Refundable,Transient-Party,145.2,1,0,0,1
SYN-00719,City Hotel,0,11,2025,November,2,2,2,0.0,0,,Direct,No Deposit,Transient,179.84,0,0,2,1
